district,town_name,description,listed_price,layout,total_area,direction,decoration_rate,stairs,built_year,building_type,rooms,living_rooms,floor_height,total_floors,m5w1,near_facilities,historical,log_price,binned_total_floors,living_room_ratio
xuhui,huadongligong,梅陇十村 3室1厅 370万,370.0,3室1厅 ,76.78, 南 北 , 简装 ,高楼层(共6层),1995-01-01, 板楼,3,1,高,6,不满五,False,False,5.91350300563827,low,0.3333333333333333
pudong,nichengzhen,清风雅苑 精装两房 诚意出售 随时可看房。,168.0,2室2厅 ,81.63, 南 北 , 精装 ,高楼层(共6层),2009-01-01, 板楼,2,2,高,6,不满五,False,False,5.123963979403259,low,1.0
minhang,zhuanqiao,贵峰苑 三期02年 满五唯一 采光充足 边套双南户型必看好房,335.0,2室1厅 ,76.39, 南 北 , 简装 ,高楼层(共6层),2002-01-01, 板楼,2,1,高,6,满五唯一,False,False,5.814130531825066,low,0.5
pudong,zhangjiang,满五唯一，南北通，业主诚意出售，有租客看房提前约,770.0,3室2厅 ,115.99, 南 北 , 精装 ,中楼层(共11层),2007-01-01, 板楼,3,2,中,11,满五唯一,False,False,6.646390514847729,low,0.6666666666666666
xuhui,huajing,婚房两年50万装修 动静分开 宜居 楼栋位置好 税费少,575.0,2室2厅 ,101.8, 南 , 精装 ,低楼层(共26层),2011-01-01, 板楼,2,2,低,26,不满五,False,False,6.354370040797351,high,1.0
pudong,zhangjiang,房东诚意急卖 动迁 不唯一  带阁楼,475.0,2室2厅 ,91.83, 南 , 精装 ,高楼层(共6层),2007-01-01, 板楼,2,2,高,6,不满五,False,False,6.163314804034641,low,1.0
minhang,pujiang1,12年 小区 动迁房 大两房 税费少,249.0,2室2厅 ,78.99, 南 , 毛坯 ,低楼层(共7层),2012-01-01, 板楼,2,2,低,7,不满五,False,False,5.517452896464707,low,1.0
minhang,zhuanqiao,房子满五唯一，出行便利，诚意出售，有电梯,438.0,2室2厅 ,91.16, 南 , 精装 ,低楼层(共6层),2006-01-01, 板楼,2,2,低,6,满五唯一,False,False,6.082218910376446,low,1.0
minhang,maqiao,链家主推房！劲爆，三年才出一套，三亩花园，南邻大河,3499.0,4室3厅 ,682.03, 南 , 毛坯 ,2层,2008-01-01, 板楼 | 独栋别墅,4,3,高,2,不满五,False,False,8.160232492367689,very low,0.75
minhang,chunshen,小区高层一梯两户视野开阔价格低诚意出售必看好房,238.0,1室1厅 ,59.77, 南 , 简装 ,高楼层(共11层),2011-01-01, 板楼,1,1,高,11,不满五,False,False,5.472270673671475,low,1.0
pudong,nanmatou,采光通风好  +看房随时+视野敞亮+上学便利,232.0,2室0厅 ,48.79, 南 , 精装 ,高楼层(共6层),1985-01-01, 板楼,2,0,高,6,不满五,False,False,5.44673737166631,low,0.0
minhang,meilong,有钥匙随时看房！高性#价比!！近地铁，全明！免增值税必看好房,312.0,3室1厅 ,73.16, 南 北 , 精装 ,高楼层(共6层),1988-01-01, 板楼,3,1,高,6,不满五,True,False,5.7430031878094825,low,0.3333333333333333
pudong,kangqiao,一手动迁 免增值税 可做阁楼 交通便利,293.0,2室2厅 ,75.0, 南 北 , 毛坯 ,高楼层(共6层),2007-01-01, 板楼,2,2,高,6,不满五,False,False,5.680172609017068,low,1.0
pudong,meiyuan1,陆家嘴板块 小户型 自己住 满五唯一,269.0,1室1厅 ,40.42, 南 , 简装 ,高楼层(共6层),1990-01-01, 板楼,1,1,高,6,满五唯一,False,False,5.594711379601839,low,1.0
xuhui,longhua,二期就一套+高区视野开阔+全南户型采光好+厅正气亮堂,950.0,2室2厅 ,116.41, 南 , 精装 ,高楼层(共27层),2003-01-01, 板楼,2,2,高,27,不满五,False,False,6.856461984594587,high,1.0
minhang,xinzhuang5,婚房装修，南北通，满五年唯一，不靠马路，诚意出售房主自荐,505.0,2室2厅 ,93.5, 南 , 精装 ,低楼层(共6层),2004-01-01, 板楼,2,2,低,6,满五不唯一,False,False,6.22455842927536,low,1.0
pudong,caolu,双南大两房，楼层好，位置佳，出行便利,280.0,2室1厅 ,88.05, 南 , 精装 ,中楼层(共6层),1995-01-01, 板楼,2,1,中,6,不满五,False,False,5.634789603169249,low,0.5
pudong,yangdong,小区安静位置，户型方正，业主诚意出售，小区绿化55%,1050.0,3室2厅 ,125.43, 南 , 精装 ,低楼层(共12层),2005-01-01, 板楼,3,2,低,12,不满五,False,False,6.956545443151569,low,0.6666666666666666
baoshan,dachangzhen,上大阳光乾和园 3室2厅 510万,510.0,3室2厅 ,125.62, 南 北 , 简装 ,中楼层(共13层),2008-01-01, 板楼,3,2,中,13,不满五,False,False,6.234410725718371,low,0.6666666666666666
pudong,shibo,首付103万住中环，六七八十三号四轨交汇，看房随时,289.0,2室1厅 ,50.26, 南 北 , 简装 ,中楼层(共6层),1985-01-01, 板楼,2,1,中,6,不满五,False,False,5.666426688112432,low,0.5
minhang,gumei,满五唯一 南北通 楼层佳三阳台 楼距大 采光强 绿化好,725.0,3室2厅 ,133.22, 南 , 精装 ,低楼层(共6层),1998-01-01, 板楼,3,2,低,6,满五唯一,False,False,6.586171654854675,low,0.6666666666666666
pudong,meiyuan1,未用 南北通 带餐客厅 中间楼层不靠路 产权清晰,530.0,3室1厅 ,59.88, 南 北 , 简装 ,中楼层(共6层),1983-01-01, 板楼,3,1,中,6,不满五,False,False,6.272877006546167,low,0.3333333333333333
pudong,tangzhen,2014年新房 小区特殊户型  诚意出售,220.0,1室1厅 ,68.94, 南 北 , 毛坯 ,低楼层(共14层),2014-01-01, 板楼,1,1,低,14,不满五,False,False,5.393627546352362,low,1.0
baoshan,luodian,罗南二村 2室1厅 195万,195.0,2室1厅 ,65.35, 南 , 精装 ,低楼层(共6层),1995-01-01, 板楼,2,1,低,6,不满五,False,False,5.272999558563747,low,0.5
minhang,pujiang1,景观楼层，一手动迁，毛坯房装修风格可自主选择,180.0,1室1厅 ,57.13, 南 , 毛坯 ,高楼层(共17层),2013-01-01, 板楼,1,1,高,17,不满五,False,False,5.19295685089021,low,1.0
baoshan,gucun,一手动迁  毛坯2房  步行地铁500米 诚心出售 有钥匙,295.0,2室2厅 ,74.87, 南 , 毛坯 ,高楼层(共6层),2005-01-01, 板楼,2,2,高,6,不满五,True,False,5.68697535633982,low,1.0
pudong,xinchang,高层，动迁税费少，有钥匙，没有住过，业主诚心卖,275.0,2室2厅 ,88.0, 南 , 毛坯 ,高楼层(共20层),2015-01-01, 板楼,2,2,高,20,不满五,False,False,5.616771097666572,low,1.0
pudong,nanmatou,满五唯一，近地铁，楼层佳，采光好,233.0,2室1厅 ,45.3, 南 , 精装 ,高楼层(共6层),1992-01-01, 板楼,2,1,高,6,满五唯一,True,False,5.4510384535657,low,0.5
minhang,huacao,绿地旭辉e天地 3房间1卫 215万,215.0,2室1厅 ,51.0, 南 , 其他 ,高楼层(共11层),1994-01-01, 塔楼,2,1,高,11,不满五,False,False,5.3706380281276624,low,0.5
xuhui,xietulu,内环内+离日月光500米左右+边套南北通+低楼层必看好房,260.0,1室1厅 ,34.81, 南 , 简装 ,低楼层(共6层),1982-01-01, 板楼,1,1,低,6,不满五,False,False,5.560681631015528,low,1.0
baoshan,zhangmiao,链家优选：泗塘三村，边套朝南一房，低总价，全明！必看好房,143.0,1室0厅 ,36.09, 南 , 简装 ,高楼层(共6层),1985-01-01, 板楼,1,0,高,6,不满五,False,False,4.962844630259907,low,0.0
jiading,shangda,南北通精致两房给你一个温馨的家；税费上只有契税哦必看好房,350.0,2室2厅 ,74.37, 南 北 , 精装 ,高楼层(共6层),2008-01-01, 板楼,2,2,高,6,不满五,False,False,5.857933154483459,low,1.0
pudong,zhoupu,印象春城 双南自住精装 中间楼层 拎包入住 楼间距大,395.0,2室2厅 ,87.99, 南 , 精装 ,高楼层(共18层),2011-01-01, 板塔结合,2,2,高,18,不满五,False,False,5.978885764901122,low,1.0
pudong,kangqiao,康桥宝邸 精装两居室 看房随时 动迁没有增值税,290.0,2室2厅 ,74.5, 南 , 精装 ,低楼层(共6层),2007-01-01, 板楼,2,2,低,6,不满五,False,False,5.66988092298052,low,1.0
pudong,yuqiao1,三期精装大两房 双南户型 小区环境优美,530.0,2室2厅 ,106.2, 南 , 精装 ,低楼层(共22层),2012-01-01, 板楼,2,2,低,22,不满五,False,False,6.272877006546167,high,1.0
xuhui,jianguoxilu,难得的老公寓，烫金地段，品质佳，保养好，还有商圈。,695.0,2室0厅 ,74.69, 东 , 精装 ,低楼层(共10层),1949-01-01, 板楼,2,0,低,10,不满五,False,True,6.543911845564792,low,0.0
minhang,hanghua,98年商品房，临河景观，适宜楼层，近地铁，出行方便房主自荐,345.0,2室1厅 ,82.09, 南 , 简装 ,低楼层(共6层),1998-01-01, 板楼,2,1,低,6,不满五,True,False,5.84354441703136,low,0.5
pudong,shuyuanzhen,临港新城，楼层三房，南北户型，看房方便，诚意出售,220.0,3室2厅 ,124.12, 南 北 , 精装 ,高楼层(共5层),2006-01-01, 板楼,3,2,高,5,不满五,False,False,5.393627546352362,low,0.6666666666666666
pudong,lingangxincheng,海芦月华苑，大一房，景观楼层，采光好，位置佳。,135.0,1室1厅 ,64.81, 南 北 , 毛坯 ,中楼层(共4层),2008-01-01, 板楼,1,1,中,4,不满五,False,False,4.90527477843843,low,1.0
pudong,jinqiao,东方丽景 3室1厅 655万,655.0,3室1厅 ,103.76, 南 北 , 精装 ,低楼层(共13层),2005-01-01, 板楼,3,1,低,13,不满五,False,False,6.484635235635252,low,0.3333333333333333
minhang,huacao,一手动迁，免增值税，诚意出售，看房方便,195.0,1室1厅 ,52.75, 南 , 简装 ,低楼层(共12层),2008-01-01, 板楼,1,1,低,12,不满五,False,False,5.272999558563747,low,1.0
pudong,sanlin,三个卧室朝阳，采光充足，交通便利！,400.0,3室1厅 ,86.13, 南 北 , 简装 ,高楼层(共6层),1994-01-01, 板楼,3,1,高,6,不满五,False,False,5.991464547107982,low,0.3333333333333333
minhang,wujing,嘉怡水岸，107平毛坯大两房，南北通透，诚心出售,430.0,2室1厅 ,107.09, 南 北 , 毛坯 ,低楼层(共18层),2013-01-01, 板楼,2,1,低,18,不满五,False,False,6.063785208687608,low,0.5
pudong,weifang,潍坊十村一房、位置好、楼层好、诚意出售,388.0,1室1厅 ,32.23, 南 , 简装 ,中楼层(共6层),1985-01-01, 板楼,1,1,中,6,不满五,False,False,5.961005339623274,low,1.0
xuhui,wantiguan,一梯两户+安静舒适+婚房装修+看房方便,880.0,2室2厅 ,122.14, 南 , 精装 ,低楼层(共24层),1999-01-01, 板楼,2,2,低,24,不满五,False,False,6.779921907472252,high,1.0
baoshan,luodian,房型正，双南户型，好楼层 采光好 配套成熟 交通棒,360.0,3室2厅 ,92.43, 南 北 , 毛坯 ,高楼层(共6层),2009-01-01, 板楼,3,2,高,6,不满五,False,False,5.886104031450156,low,0.6666666666666666
jiading,shangda,开发商精装四房，满二年，税费低，直接拎包入住。房主自荐,725.0,4室2厅 ,146.0, 南 , 精装 ,低楼层(共14层),2016-01-01, 板楼,4,2,低,14,不满五,False,False,6.586171654854675,low,0.5
baoshan,luodian,双南一北三房，中等装修，家具家电齐全,252.0,3室2厅 ,90.41, 南 , 简装 ,中楼层(共6层),1997-01-01, 板楼,3,2,中,6,不满五,False,False,5.529429087511423,low,0.6666666666666666
pudong,xinchang,南北通两房+有钥匙+靠河边+位置好楼层佳+户型好,285.0,2室2厅 ,89.0, 南 , 毛坯 ,中楼层(共20层),2015-01-01, 板楼,2,2,中,20,不满五,False,False,5.652489180268651,low,1.0
baoshan,gongfu,富都园精装+大平层+一梯一户+位置好采光足+业主诚售房主自荐,730.0,4室3厅 ,232.85, 南 , 精装 ,中楼层(共9层),2003-01-01, 板楼,4,3,中,9,不满五,False,False,6.593044534142437,low,0.75
xuhui,xietulu,1995年房龄 精装修 小区环境好 一梯三户,540.0,2室2厅 ,71.92, 南 北 , 精装 ,高楼层(共7层),1995-01-01, 板楼,2,2,高,7,不满五,False,False,6.29156913955832,low,1.0
pudong,jinqiao,仁恒唯一在售边套下叠别墅，私家电梯，大花园，游泳池必看好房,2800.0,4室3厅 ,557.7, 南 , 精装 ,低楼层(共2层),2013-01-01, 板楼,4,3,低,2,不满五,False,False,7.937374696163295,very low,0.75
minhang,meilong,必卖好房 精装 地铁一房 楼层好  诚意出售 看房方便必看好房,314.0,1室1厅 ,49.6, 南 , 精装 ,高楼层(共6层),2003-01-01, 板楼,1,1,高,6,不满五,True,False,5.749392985908253,low,1.0
baoshan,gucun,一手动迁+中间楼层+看房有钥匙+次新小区,295.0,2室1厅 ,84.31, 南 北 , 简装 ,中楼层(共24层),2014-01-01, 板楼,2,1,中,24,不满五,False,False,5.68697535633982,high,0.5
pudong,sanlin,诚意出售，随时看房，产权清晰，合适年轻人,417.0,2室1厅 ,71.0, 南 北 , 精装 ,高楼层(共6层),2004-01-01, 板楼,2,1,高,6,不满五,False,False,6.0330862217988015,low,0.5
pudong,lujiazui,高区全南2房+位置安静+看江景舒服~户型方正，利用率高,1140.0,2室2厅 ,111.61, 南 , 精装 ,高楼层(共35层),2004-01-01, 板楼,2,2,高,35,不满五,False,False,7.038783541388542,high,1.0
pudong,beicai,2000年商品房+东边套+一梯两户+着急出售。必看好房,279.0,2室1厅 ,57.31, 南 , 精装 ,高楼层(共6层),2000-01-01, 板楼,2,1,高,6,不满五,False,False,5.631211781821365,low,0.5
pudong,sanlin,花草幽巷，岁月婉转，图文无法穷尽，亲临始见风华房主自荐,520.0,2室2厅 ,97.54, 南 , 精装 ,低楼层(共6层),2002-01-01, 板楼,2,2,低,6,不满五,False,False,6.253828811575473,low,1.0
pudong,weifang,地铁100米，电梯，自住出租皆相宜，房东诚意出售,450.0,2室0厅 ,61.1, 南 , 精装 ,中楼层(共17层),1990-01-01, 塔楼,2,0,中,17,不满五,True,False,6.1092475827643655,low,0.0
pudong,shibo,精装电梯两房，楼层中高层，出门就是地铁,395.0,2室1厅 ,69.41, 南 , 精装 ,中楼层(共16层),1993-01-01, 塔楼,2,1,中,16,不满五,True,False,5.978885764901122,low,0.5
pudong,kangqiao,海尚康庭 户型好改 诚心出售 看房提前预约,270.0,2室2厅 ,81.19, 南 北 , 简装 ,低楼层(共5层),2008-01-01, 板楼,2,2,低,5,不满五,False,False,5.598421958998375,low,1.0
baoshan,yanghang,香逸湾精致两房，环境新，绿化好,306.0,2室2厅 ,69.19, 南 , 简装 ,低楼层(共14层),2010-01-01, 板楼,2,2,低,14,不满五,False,False,5.723585101952381,low,1.0
pudong,nanmatou,2000年南北通商品房，楼层好业主诚意出售,620.0,2室1厅 ,88.72, 南 , 简装 ,低楼层(共6层),2000-01-01, 板楼,2,1,低,6,不满五,False,False,6.429719478039138,low,0.5
baoshan,yanghang,无个税 精装修 电梯房 花园位置 有产权车位 诚售,500.0,3室2厅 ,128.63, 南 , 精装 ,中楼层(共14层),2005-01-01, 板楼,3,2,中,14,不满五,False,False,6.214608098422191,low,0.6666666666666666
minhang,jinhui,景观楼层，业主诚意出售，无户口，无抵押，价格可谈,830.0,3室1厅 ,135.57, 南 , 简装 ,中楼层(共13层),2003-01-01, 板楼,3,1,中,13,不满五,False,False,6.721425700790643,low,0.3333333333333333
xuhui,jianguoxilu,一家一世界一屋一风格，永嘉路上海旧时产权老式里弄,965.0,2室1厅 ,71.64, 南 , 精装 ,低楼层(共1层),1936-01-01, 板楼,2,1,低,1,不满五,False,True,6.872128101338986,very low,0.5
minhang,huacao,自住装修 拎包入住 三朝南房 舒适的入住体验,285.0,3室2厅 ,85.71, 南 , 简装 ,高楼层(共6层),1995-01-01, 板楼,3,2,高,6,不满五,False,False,5.652489180268651,low,0.6666666666666666
minhang,qibao,万兆家园二期稀有两房在售，楼层好，户型正气,542.0,2室2厅 ,85.83, 南 , 精装 ,中楼层(共5层),2002-01-01, 板楼,2,2,中,5,不满五,False,False,6.295266001439646,low,1.0
pudong,caolu,此房一手动迁，税少，楼层好，位置佳必看好房,296.0,2室2厅 ,82.51, 南 , 简装 ,低楼层(共24层),2011-01-01, 板楼,2,2,低,24,不满五,False,False,5.69035945432406,high,1.0
pudong,weifang,八佰伴+巴黎春天+塘桥公园+陆家觜软件园+诚意出售,265.0,1室1厅 ,41.05, 南 , 其他 ,高楼层(共5层),1975-01-01, 板楼,1,1,高,5,不满五,True,False,5.579729825986222,low,1.0
pudong,sanlin,前滩品质商品房 低总价稀有户型 带地暖免个税 近地铁,510.0,2室1厅 ,82.96, 南 , 精装 ,低楼层(共14层),2009-01-01, 板楼,2,1,低,14,不满五,True,False,6.234410725718371,low,0.5
pudong,huinan,三房朝南，自住精装，一梯一户，人车分流，诚心出售,420.0,4室2厅 ,141.31, 南 , 精装 ,高楼层(共18层),2013-01-01, 板楼,4,2,高,18,不满五,False,False,6.040254711277414,low,0.5
pudong,chuansha,心圆东苑，一手动迁无增值税，小区新环境好南北通风,328.0,2室1厅 ,78.23, 南 , 简装 ,低楼层(共15层),2012-01-01, 板楼,2,1,低,15,不满五,False,False,5.793013608384144,low,0.5
pudong,lujiazui,江临天下  高区2房  正看小区花园景观  安静舒适,1150.0,2室2厅 ,116.85, 西南 , 精装 ,中楼层(共35层),2002-01-01, 板楼,2,2,中,35,不满五,False,False,7.047517221357296,high,1.0
baoshan,yuepu,满五唯一 婚房装修  采光好 拎包入住 小区位置佳,175.0,3室1厅 ,60.62, 南 北 , 精装 ,高楼层(共6层),1985-01-01, 板楼,3,1,高,6,满五唯一,False,False,5.1647859739235145,low,0.3333333333333333
minhang,chunshen,《好房推荐》景城南北户型+双卫，精装拎包入住+税少房主自荐,683.0,2室2厅 ,106.82, 南 北 , 精装 ,中楼层(共16层),2005-01-01, 板楼,2,2,中,16,不满五,False,False,6.52649485957079,low,1.0
pudong,chuansha,心圆西苑 大三房 一手动迁 朝南采光好通风好交通便利,400.0,3室2厅 ,108.71, 南 , 简装 ,低楼层(共15层),2012-01-01, 板楼,3,2,低,15,不满五,False,False,5.991464547107982,low,0.6666666666666666
pudong,yuanshen,到价签字，房东特爽快，喜欢和爽快人打交道。,820.0,2室2厅 ,81.58, 南 , 简装 ,中楼层(共6层),1999-01-01, 板楼,2,2,中,6,不满五,False,False,6.709304340258298,low,1.0
baoshan,gucun,自住装修  一手动迁 税费少 视野开阔 楼层好房主自荐,310.0,2室2厅 ,75.22, 南 北 , 精装 ,中楼层(共6层),2005-01-01, 板楼,2,2,中,6,不满五,False,False,5.736572297479192,low,1.0
pudong,waigaoqiao,链家全程打理，同户型只有这套不靠路，中间楼层5V1,780.0,3室2厅 ,147.54, 南 , 精装 ,中楼层(共6层),2007-01-01, 板楼,3,2,中,6,不满五,False,False,6.659293919683638,low,0.6666666666666666
minhang,pujiang1,洋房带电梯+ 一手纯毛坯+满五唯一,980.0,3室2厅 ,158.0, 南 , 毛坯 ,中楼层(共4层),1994-01-01, 板楼,3,2,中,4,满五唯一,False,False,6.887552571664617,low,0.6666666666666666
xuhui,xuhuibinjiang,尚海湾二期高区景观房+从未入住+南 北 户 型,1498.0,2室2厅 ,119.43, 南 , 精装 ,高楼层(共30层),1994-01-01, 板楼,2,2,高,30,不满五,False,False,7.311886164077165,high,1.0
pudong,tangqiao,全明户型，采光无遮挡，装修好，地铁口拎包入住！！,215.0,1室0厅 ,31.53, 南 , 精装 ,中楼层(共6层),1992-01-01, 板楼,1,0,中,6,不满五,True,False,5.3706380281276624,low,0.0
minhang,chunshen,《优》湖景房+高区景观南北两房+详细情况咨询维护人,658.0,2室2厅 ,97.65, 南 , 精装 ,高楼层(共15层),2005-01-01, 板楼,2,2,高,15,不满五,False,False,6.489204931325317,low,1.0
